seed,mode,method,probe_accuracy,probe_r2,nuisance_accuracy,final_cka,residual_cka,mapping_rmse,best_val_loss,trainable_parameters,epochs,wall_time_seconds,mapping_means,mapping_weights,eeg_residual_norms,audio_residual_norms,hidden_cka_matrix,residual_cka_matrix,layer_probe_accuracy,residual_probe_accuracy
0,flat,dda_monotonic,0.6875,0.0692967399954795,0.8541666666666666,0.8265681624412536,0.7962725311517715,0.7446659872926131,0.382736474275589,20812,10,1.1012197500094771,"[1.205636739730835,2.4440040588378906,3.73370361328125,5.0]","[[0.06555607914924622,0.675591766834259,0.2553122639656067,0.003538138000294566,1.7980161146624596e-06,3.3506426799778666e-11],[3.757078593480401e-05,0.02321806363761425,0.5261597633361816,0.43724527955055237,0.013324427418410778,1.4889740668877494e-05],[7.14053399741843e-11,3.135505039608688e-06,0.005048944614827633,0.2981324791908264,0.6455559134483337,0.051259491592645645],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8301876783370972,0.8319947719573975,0.8343337774276733,0.8352487087249756,0.8333967328071594,0.8289567828178406,0.8230084776878357],[0.8554337620735168,0.860197126865387,0.8691656589508057,0.8793952465057373,0.887535572052002,0.8921850323677063,0.8936945199966431],[0.8138548135757446,0.8196424245834351,0.8310394883155823,0.8449402451515198,0.8573480844497681,0.8661973476409912,0.871414840221405],[0.7941229939460754,0.7999301552772522,0.8114868998527527,0.8257327079772949,0.838627278804779,0.8480138778686523,0.8537406921386719],[0.6744804978370667,0.6809213757514954,0.6939811706542969,0.7108268737792969,0.7272074222564697,0.7404571175575256,0.7499199509620667]]","[[0.8391028046607971,0.838567316532135,0.8377645611763,0.8367657661437988,0.8356231451034546,0.8343357443809509],[0.8089948296546936,0.8083284497261047,0.8073672652244568,0.806144654750824,0.8047417402267456,0.8032964468002319],[0.7858068943023682,0.7853851318359375,0.7847501635551453,0.7839058637619019,0.782861590385437,0.781638503074646],[0.7611941695213318,0.7605898976325989,0.7596244215965271,0.7582694292068481,0.7565909624099731,0.7547141909599304]]","[0.7083333333333334,0.7048611111111112,0.7048611111111112,0.6909722222222223,0.6875]","[0.7013888888888888,0.7013888888888888,0.6979166666666666,0.7013888888888888]"
1,flat,dda_monotonic,0.7048611111111112,0.2411277294158935,0.875,0.7382652163505554,0.7370492517948151,0.7284277979130435,0.4102593660354614,20812,10,1.12067833301262,"[1.1951266527175903,2.4132063388824463,3.703169822692871,5.0]","[[0.06832735985517502,0.6801064610481262,0.2482418417930603,0.003322683973237872,1.6308680415022536e-06,2.9353759006811586e-11],[4.8089103074744344e-05,0.026841461658477783,0.5493918657302856,0.4123575687408447,0.011349622160196304,1.1455272215243895e-05],[1.040251149109217e-10,4.1293251342722215e-06,0.006010835058987141,0.32085341215133667,0.6280502080917358,0.045081447809934616],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7888925075531006,0.7905558347702026,0.791827917098999,0.7905608415603638,0.7859179377555847,0.7787823677062988,0.7705857753753662],[0.7909722924232483,0.7986788153648376,0.8106911778450012,0.8233367204666138,0.8332624435424805,0.8393901586532593,0.8422746658325195],[0.697114109992981,0.706896960735321,0.7227759957313538,0.740962028503418,0.7573704123497009,0.770036518573761,0.7788939476013184],[0.64070725440979,0.6513301134109497,0.6689363718032837,0.6896862983703613,0.7091295719146729,0.724870502948761,0.7365535497665405],[0.5451902747154236,0.5550568699836731,0.5719674825668335,0.5924459099769592,0.6122097373008728,0.628788948059082,0.6416507959365845]]","[[0.798782229423523,0.7989212870597839,0.7991294860839844,0.7995303273200989,0.8002206087112427,0.8011649250984192],[0.7492242455482483,0.7495138645172119,0.7499361634254456,0.7505422830581665,0.7513716816902161,0.7523726224899292],[0.7114703059196472,0.7118636965751648,0.7124282717704773,0.7131808400154114,0.7141250371932983,0.7151798009872437],[0.6822873950004578,0.6826650500297546,0.6832107305526733,0.6839800477027893,0.6850301623344421,0.6862977743148804]]","[0.6875,0.6944444444444443,0.6909722222222223,0.6979166666666666,0.7048611111111112]","[0.704861111111111,0.7048611111111112,0.6840277777777777,0.6979166666666666]"
2,flat,dda_monotonic,0.6388888888888888,0.0392506122589111,0.8958333333333334,0.7448239088058471,0.6487537920475006,0.7616892829873075,0.2912818789482116,20812,10,0.8134218339982908,"[1.2415927648544312,2.458148956298828,3.724083185195923,5.0]","[[0.05674360319972038,0.6585820317268372,0.2802971303462982,0.004374651703983545,2.5037138584593777e-06,5.25460439049219e-11],[3.350689075887203e-05,0.021697916090488434,0.5152490735054016,0.4486754536628723,0.014327263459563255,1.677684485912323e-05],[8.041982357820388e-11,3.4207923818030395e-06,0.005335905123502016,0.30521440505981445,0.640203058719635,0.049243200570344925],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7852900624275208,0.7863935232162476,0.7849830985069275,0.7787642478942871,0.7683678269386292,0.7560855746269226,0.7439255118370056],[0.7831087112426758,0.7900437116622925,0.7978430390357971,0.8019595146179199,0.8008993864059448,0.7959094047546387,0.78892982006073],[0.7437981367111206,0.7532920241355896,0.7657540440559387,0.77593594789505,0.7812057137489319,0.7819446921348572,0.7797219753265381],[0.6948104500770569,0.7044609189033508,0.7173858880996704,0.7284438014030457,0.7349148392677307,0.7369805574417114,0.7360339164733887],[0.5638654232025146,0.5743780732154846,0.589883029460907,0.6054279208183289,0.6175848245620728,0.6255812048912048,0.6301356554031372]]","[[0.6974433660507202,0.6973017454147339,0.6968733072280884,0.695935070514679,0.6943672895431519,0.692646324634552],[0.6789065003395081,0.6788749098777771,0.6786013245582581,0.6778166890144348,0.6763145923614502,0.6744734048843384],[0.6155943274497986,0.6155713200569153,0.6153556108474731,0.6147139072418213,0.6134366989135742,0.6118550896644592],[0.6074573993682861,0.6075587272644043,0.6075027585029602,0.6070079803466797,0.6058224439620972,0.6042565703392029]]","[0.6840277777777777,0.65625,0.6284722222222222,0.6180555555555556,0.6388888888888888]","[0.6979166666666666,0.6909722222222222,0.6909722222222222,0.6840277777777778]"
3,flat,dda_monotonic,0.6666666666666666,0.0801360607147216,0.9375,0.8351950407028198,0.6839497536420822,0.7096157779991178,0.1481031104922294,20812,10,0.6877527500037104,"[1.1840015649795532,2.3646435737609863,3.687150716781616,5.0]","[[0.07136086374521255,0.6846524477005005,0.24087747931480408,0.003107692115008831,1.4702667385790846e-06,2.5507552667280997e-11],[7.04968988429755e-05,0.03351264074444771,0.5842030644416809,0.37345197796821594,0.008754299953579903,7.525314686063211e-06],[1.2656833914270749e-10,4.765051471622428e-06,0.006578471045941114,0.33304160833358765,0.6182838082313538,0.04209136590361595],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.9080289006233215,0.9100265502929688,0.9129306674003601,0.9140660762786865,0.9114772081375122,0.9057206511497498,0.8984553813934326],[0.9007463455200195,0.905206561088562,0.9130625128746033,0.9203835129737854,0.923439621925354,0.9219374060630798,0.9175359606742859],[0.8482540845870972,0.8536853790283203,0.8635461330413818,0.8736217021942139,0.879538357257843,0.8805514574050903,0.8781968951225281],[0.79229336977005,0.7980105876922607,0.8083075284957886,0.8189345002174377,0.825467050075531,0.8271194100379944,0.8254055380821228],[0.6164180040359497,0.6223002076148987,0.6327753663063049,0.6439982652664185,0.6518239378929138,0.6553472280502319,0.6557950377464294]]","[[0.7721737027168274,0.7710601687431335,0.7688971757888794,0.7656751275062561,0.7616438865661621,0.7569750547409058],[0.7069446444511414,0.705748975276947,0.7034884095191956,0.7002720832824707,0.696557343006134,0.692661464214325],[0.6743438243865967,0.6730884909629822,0.6707322597503662,0.6673434972763062,0.6633718609809875,0.6592282056808472],[0.607279896736145,0.605965256690979,0.6035600900650024,0.6002126336097717,0.5964682698249817,0.5927934050559998]]","[0.6319444444444445,0.6527777777777778,0.6527777777777778,0.6666666666666666,0.6666666666666666]","[0.6458333333333334,0.65625,0.6458333333333334,0.6493055555555555]"
4,flat,dda_monotonic,0.6423611111111112,0.2102327793836593,0.7708333333333334,0.7529989004135131,0.6394639164209366,0.7960764618901469,0.2233375236392021,20812,10,1.1003149159951136,"[1.291445255279541,2.502082347869873,3.744673490524292,5.0]","[[0.04612461477518082,0.6312454342842102,0.31679585576057434,0.005830106791108847,3.93449590774253e-06,9.736859929443398e-11],[2.3376464014290832e-05,0.017503973096609116,0.48062965273857117,0.48394960165023804,0.017869217321276665,2.419504198769573e-05],[6.232973859265911e-11,2.8380513867887203e-06,0.004738739691674709,0.2901487350463867,0.6514701843261719,0.05363944172859192],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8969518542289734,0.8974088430404663,0.897683322429657,0.8962913155555725,0.8925169110298157,0.8867485523223877,0.8799258470535278],[0.8416094779968262,0.8485714793205261,0.8597768545150757,0.8719373941421509,0.8819404244422913,0.8885431885719299,0.8920198082923889],[0.7087864279747009,0.7160971164703369,0.7281593084335327,0.7416617274284363,0.7533047199249268,0.7616446614265442,0.7668089866638184],[0.6387983560562134,0.6460245847702026,0.6580914855003357,0.6717479228973389,0.6836737394332886,0.6923800706863403,0.6979596614837646],[0.5376532077789307,0.5429943203926086,0.5524917244911194,0.5633668303489685,0.5726744532585144,0.579134464263916,0.582930326461792]]","[[0.7988656163215637,0.7986830472946167,0.7986845970153809,0.7989197969436646,0.7993069291114807,0.799759030342102],[0.5891892910003662,0.5890909433364868,0.5892451405525208,0.589625895023346,0.5900943875312805,0.5906656980514526],[0.6136687994003296,0.6135187745094299,0.6136171221733093,0.6139720678329468,0.6144316792488098,0.6149559020996094],[0.5548926591873169,0.5547301173210144,0.5547782778739929,0.555039644241333,0.555382490158081,0.5557728409767151]]","[0.6527777777777778,0.6493055555555555,0.6631944444444445,0.6527777777777778,0.6423611111111112]","[0.6527777777777778,0.6666666666666666,0.6736111111111112,0.6527777777777778]"
0,nonmonotonic,dda_learned,0.8819444444444443,0.7903839945793152,0.6875,0.8003278255462647,0.7966146916151047,0.318042903840851,0.1469322443008422,20832,10,0.932348959002411,"[0.2281501740217209,2.046363592147827,2.945913553237915,4.758569240570068]","[[0.9234931468963623,0.015912916511297226,0.014536567963659763,0.015608882531523705,0.015904905274510384,0.014543570578098297],[0.01469491422176361,0.015728414058685303,0.9240602850914001,0.014668283984065056,0.015731031075119972,0.01511709950864315],[0.01745092310011387,0.016073105856776237,0.01435193419456482,0.9217033982276917,0.01607687771320343,0.014343759045004845],[0.014957689680159092,0.016776693984866142,0.01762096956372261,0.014950829558074474,0.01677096076309681,0.9189229011535645]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.852577269077301,0.8395587801933289,0.8552201986312866,0.8622448444366455,0.8491179943084717,0.8623936772346497,0.8681049346923828],[0.787466824054718,0.7905572652816772,0.7954953908920288,0.8019351959228516,0.8044953346252441,0.807713508605957,0.8133571743965149],[0.784336507320404,0.7820298671722412,0.7894881963729858,0.8005856871604919,0.797940194606781,0.8041264414787292,0.8141066431999207],[0.7578004002571106,0.7740658521652222,0.7789273262023926,0.7762244343757629,0.7918348908424377,0.7943831086158752,0.7922651171684265],[0.7212576866149902,0.7309898734092712,0.7425581812858582,0.7421131134033203,0.7516541481018066,0.7606498599052429,0.7611458897590637]]","[[0.8087037801742554,0.7260329127311707,0.8070986270904541,0.8015764951705933,0.73443204164505,0.8024432063102722],[0.7799808382987976,0.6870315670967102,0.806779146194458,0.7707029581069946,0.7008323669433594,0.8031004071235657],[0.7978339195251465,0.678988516330719,0.7320460677146912,0.7927427887916565,0.6847678422927856,0.7278667688369751],[0.7579324245452881,0.6478685736656189,0.7832094430923462,0.7482910752296448,0.6610332131385803,0.7782330513000488]]","[0.8993055555555557,0.9027777777777778,0.888888888888889,0.8923611111111112,0.8819444444444443]","[0.8888888888888888,0.8888888888888888,0.875,0.8888888888888888]"
1,nonmonotonic,dda_learned,0.8680555555555557,0.7614443302154541,0.875,0.7385290384292602,0.7422372102737427,0.3192858361188688,0.1424516662955284,20832,10,0.8020017500093672,"[0.2357659637928009,2.0504109859466553,2.946763277053833,4.764432430267334]","[[0.9208542108535767,0.01656593196094036,0.014988490380346775,0.016136428341269493,0.016460521146655083,0.014994337223470211],[0.01531861163675785,0.015368033200502396,0.9218573570251465,0.01530985627323389,0.01533221174031496,0.01681392267346382],[0.017559370025992393,0.016493236646056175,0.015869544818997383,0.9176761507987976,0.01650572195649147,0.01589595340192318],[0.014915822073817253,0.016088193282485008,0.01692447066307068,0.014914698898792267,0.016032250598073006,0.9211245775222778]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8077729940414429,0.8162915706634521,0.8010511994361877,0.8048543334007263,0.8115954995155334,0.7973601222038269,0.7991332411766052],[0.7500867247581482,0.7677404880523682,0.7377671003341675,0.7600315809249878,0.7758429050445557,0.7493160367012024,0.7683181762695312],[0.7156329154968262,0.7175397276878357,0.7077158689498901,0.7268975377082825,0.7290077805519104,0.7195781469345093,0.736943781375885],[0.708122193813324,0.7164136171340942,0.7059657573699951,0.7185887694358826,0.7266867160797119,0.7171094417572021,0.7277867197990417],[0.6669484972953796,0.6691750288009644,0.6653965711593628,0.680587887763977,0.6835103034973145,0.6796814799308777,0.6935208439826965]]","[[0.7617068886756897,0.6377475261688232,0.7097969651222229,0.7567794322967529,0.6314322352409363,0.7089515328407288],[0.6849117875099182,0.5519644021987915,0.7569139003753662,0.6803329586982727,0.5474608540534973,0.7539037466049194],[0.7315176725387573,0.6996695399284363,0.6456481218338013,0.7254153490066528,0.6924753189086914,0.6446064114570618],[0.655165433883667,0.4830920994281769,0.7275110483169556,0.6523203253746033,0.48093748092651367,0.724912703037262]]","[0.8819444444444445,0.8784722222222222,0.861111111111111,0.8715277777777778,0.8680555555555557]","[0.8854166666666666,0.8715277777777777,0.8819444444444445,0.857638888888889]"
2,nonmonotonic,dda_learned,0.8993055555555555,0.7442644238471985,0.7708333333333334,0.7466223478317261,0.7644226253032684,0.320070682108475,0.1676692888140678,20832,10,0.6012813330162317,"[0.23771503567695618,2.0509188175201416,2.948432683944702,4.7602620124816895]","[[0.9201975464820862,0.016644923016428947,0.014936607331037521,0.01662559248507023,0.016656968742609024,0.014938444830477238],[0.015777869150042534,0.017308896407485008,0.9173594117164612,0.015804827213287354,0.017268501222133636,0.016480499878525734],[0.01692107692360878,0.018265586346387863,0.0174515713006258,0.9116348028182983,0.018275467678904533,0.0174515750259161],[0.015691522508859634,0.015723256394267082,0.017092527821660042,0.01568463258445263,0.01573980413377285,0.9200682044029236]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7124301791191101,0.6894564628601074,0.6943463683128357,0.72016441822052,0.6989129781723022,0.7040170431137085,0.7263508439064026],[0.7750183343887329,0.7680238485336304,0.7815881371498108,0.7835894823074341,0.7768235206604004,0.7890594601631165,0.791419506072998],[0.7480383515357971,0.7352312803268433,0.7461121678352356,0.7597392201423645,0.7476416826248169,0.7582778334617615,0.7710083723068237],[0.745058536529541,0.7361747026443481,0.7469160556793213,0.7585757374763489,0.7502469420433044,0.7606980204582214,0.7717593908309937],[0.699844479560852,0.6856384873390198,0.6954728960990906,0.7145095467567444,0.7014063000679016,0.7114859223365784,0.7291072607040405]]","[[0.7961323261260986,0.8329403400421143,0.7761881351470947,0.7914818525314331,0.8313911557197571,0.7830764651298523],[0.6818629503250122,0.7737100720405579,0.778840959072113,0.6753795742988586,0.7756586670875549,0.7794727683067322],[0.6915885806083679,0.764607846736908,0.7354357242584229,0.6867233514785767,0.7646320462226868,0.7393415570259094],[0.6741238236427307,0.7618439197540283,0.7953384518623352,0.6683188080787659,0.763627290725708,0.7959938645362854]]","[0.8888888888888888,0.9097222222222222,0.8993055555555555,0.8923611111111112,0.8993055555555555]","[0.9027777777777778,0.9027777777777778,0.8819444444444443,0.8958333333333334]"
3,nonmonotonic,dda_learned,0.875,0.7363193035125732,0.7291666666666666,0.821689784526825,0.8092619925737381,0.3171458053241884,0.0542759224772453,20832,10,0.8100136249850038,"[0.2285783886909485,2.0460498332977295,2.942326307296753,4.769219398498535]","[[0.9235630631446838,0.015411555767059326,0.014672419056296349,0.01626519113779068,0.015412348322570324,0.014675406739115715],[0.014566260389983654,0.01583012193441391,0.9243038892745972,0.014547185972332954,0.01579228974878788,0.014960241504013538],[0.01839546486735344,0.017994320020079613,0.015488001517951488,0.914626955986023,0.018000584095716476,0.01549459807574749],[0.014562486670911312,0.015392386354506016,0.017289167270064354,0.014563868753612041,0.015403377823531628,0.9227887392044067]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8656212687492371,0.8543756008148193,0.863006055355072,0.8713761568069458,0.8594470620155334,0.8668083548545837,0.8742198348045349],[0.8000827431678772,0.8201245665550232,0.8053896427154541,0.8125720024108887,0.829235851764679,0.8164726495742798,0.8235637545585632],[0.8078005909919739,0.8188969492912292,0.8130558133125305,0.8207908868789673,0.8299416899681091,0.8248773813247681,0.8322573900222778],[0.7998216152191162,0.8126487731933594,0.8064332604408264,0.8140251636505127,0.82477205991745,0.819663405418396,0.8269113302230835],[0.7611634135246277,0.76506507396698,0.7690107226371765,0.776955246925354,0.7802716493606567,0.7843725085258484,0.7918750643730164]]","[[0.8009289503097534,0.6448648571968079,0.8362943530082703,0.7957411408424377,0.6372770667076111,0.841458797454834],[0.7491568922996521,0.7313694953918457,0.8489246964454651,0.7421156764030457,0.7254258990287781,0.8502691388130188],[0.7587279677391052,0.6524389386177063,0.7672659158706665,0.753139078617096,0.6439681053161621,0.7723991274833679],[0.7523699402809143,0.6810762286186218,0.8301684260368347,0.7455499172210693,0.6745970845222473,0.8340552449226379]]","[0.8715277777777778,0.8680555555555557,0.8645833333333334,0.8680555555555555,0.875]","[0.8854166666666666,0.8784722222222223,0.8715277777777778,0.8854166666666666]"
4,nonmonotonic,dda_learned,0.8784722222222223,0.8248153328895569,0.75,0.8397046089172363,0.8503762781620026,0.3171789768695044,0.0734680518507957,20832,10,0.93330158299068,"[0.2322033941745758,2.047849178314209,2.9469497203826904,4.767838001251221]","[[0.9219174385070801,0.01661757193505764,0.014565255492925644,0.015708716586232185,0.016625480726361275,0.014565452001988888],[0.014535170048475266,0.015109623782336712,0.9249489307403564,0.014541610144078732,0.015106858685612679,0.015757882967591286],[0.017259230837225914,0.015960708260536194,0.014721752144396305,0.9214043617248535,0.015937551856040955,0.014716424979269505],[0.014828399755060673,0.015167970210313797,0.017512429505586624,0.014820681884884834,0.015169952064752579,0.9225006103515625]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.840430498123169,0.8480112552642822,0.8487374782562256,0.8446130752563477,0.8505610227584839,0.8504068851470947,0.8468995094299316],[0.8428119421005249,0.864527702331543,0.8594709038734436,0.8526905179023743,0.8721851110458374,0.8672457337379456,0.8621899485588074],[0.8382900953292847,0.8569365739822388,0.8542895913124084,0.849405825138092,0.8665058612823486,0.8640891313552856,0.86055988073349],[0.8178157806396484,0.8299540281295776,0.8277090787887573,0.828589916229248,0.840370774269104,0.8385655879974365,0.8394505977630615],[0.7794126272201538,0.7926912903785706,0.7936412692070007,0.793521523475647,0.8066152930259705,0.8082833886146545,0.808845043182373]]","[[0.8821495771408081,0.8415958881378174,0.8242073059082031,0.8792948126792908,0.8370501399040222,0.8308357000350952],[0.8640969395637512,0.8325075507164001,0.8378433585166931,0.858462393283844,0.8270989060401917,0.8392260670661926],[0.841964066028595,0.816340446472168,0.7957921028137207,0.8393441438674927,0.811022937297821,0.800998330116272],[0.8477231860160828,0.8548076748847961,0.8371205925941467,0.8443020582199097,0.8507498502731323,0.8421680331230164]]","[0.8854166666666666,0.8958333333333334,0.8784722222222222,0.8784722222222223,0.8784722222222223]","[0.8819444444444445,0.8715277777777778,0.8888888888888888,0.8888888888888888]"
0,nonmonotonic,dda_monotonic,0.8854166666666666,0.8090478777885437,0.6875,0.7963094472885132,0.7486767470836639,0.7573834413034772,0.1414967253804206,20812,10,0.8978674589889124,"[1.2038494348526,2.4884755611419678,3.7455170154571533,5.0]","[[0.06602095812559128,0.6763744354248047,0.2541022300720215,0.0035006245598196983,1.7684751583146863e-06,3.2761734297670486e-11],[2.6152834834647365e-05,0.01872153766453266,0.4914509654045105,0.4730801582336426,0.01669956184923649,2.1616777303279378e-05],[6.168035526776805e-11,2.8163387923996197e-06,0.004715610295534134,0.2895389795303345,0.6519164443016052,0.053826071321964264],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8317505121231079,0.8097397089004517,0.834028422832489,0.8421264886856079,0.8206735253334045,0.8418827056884766,0.8489300012588501],[0.7934269905090332,0.7818180918693542,0.8054996132850647,0.8101487755775452,0.7994111776351929,0.8197490572929382,0.8243851661682129],[0.7812106609344482,0.7750722765922546,0.7847998142242432,0.7956745028495789,0.7900256514549255,0.797652542591095,0.8071700930595398],[0.7606035470962524,0.7654687166213989,0.783545970916748,0.7799868583679199,0.7849894165992737,0.7995763421058655,0.79712975025177],[0.7221448421478271,0.722328782081604,0.7417566776275635,0.743713915348053,0.7441909313201904,0.7607541680335999,0.7636331915855408]]","[[0.6907917261123657,0.8407102823257446,0.7684285044670105,0.6847823262214661,0.841346025466919,0.7696516513824463],[0.8223392963409424,0.727860689163208,0.7931580543518066,0.817195475101471,0.7354866862297058,0.7888250946998596],[0.7137249708175659,0.8395630121231079,0.7399200797080994,0.7080713510513306,0.8384737968444824,0.7407271265983582],[0.7584636211395264,0.6950563788414001,0.8076762557029724,0.7493109107017517,0.7056333422660828,0.8026858568191528]]","[0.90625,0.9027777777777778,0.892361111111111,0.8819444444444445,0.8854166666666666]","[0.875,0.90625,0.8680555555555555,0.875]"
1,nonmonotonic,dda_monotonic,0.8645833333333334,0.6852406859397888,0.9166666666666666,0.7528098344802856,0.7025152295827866,0.766374089119722,0.1786186471581459,20812,10,0.5950699999812059,"[1.226432204246521,2.4955804347991943,3.7309298515319824,5.0]","[[0.060335852205753326,0.6660436391830444,0.269616037607193,0.004002253524959087,2.1786138404422672e-06,4.348803955833702e-11],[2.4666316676302813e-05,0.01807703636586666,0.485809862613678,0.47876372933387756,0.017301829531788826,2.292864883202128e-05],[7.389756861986285e-11,3.215329343220219e-06,0.0051302239298820496,0.3001667857170105,0.6440283060073853,0.050671424716711044],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.808164656162262,0.8150799870491028,0.8038880228996277,0.8047536015510559,0.8101423978805542,0.7993649244308472,0.7985126376152039],[0.7806251049041748,0.7673748731613159,0.7923248410224915,0.7911682724952698,0.7798262238502502,0.8015408515930176,0.7999218106269836],[0.7283272743225098,0.7306205034255981,0.7258396148681641,0.7405001521110535,0.7430024147033691,0.7386168837547302,0.751347541809082],[0.716701328754425,0.7147650718688965,0.7250292897224426,0.7291402220726013,0.728244960308075,0.7372637391090393,0.7401425838470459],[0.6671532392501831,0.6616191267967224,0.669191837310791,0.6813746690750122,0.6772660613059998,0.6837462186813354,0.6948145627975464]]","[[0.7354004979133606,0.7313060760498047,0.6682000160217285,0.7290050983428955,0.7262932658195496,0.6692520976066589],[0.6886112093925476,0.607566237449646,0.6808575391769409,0.6838427186012268,0.6012213826179504,0.6789523363113403],[0.6879262328147888,0.6830790638923645,0.6007228493690491,0.6832244396209717,0.6797437071800232,0.6012682318687439],[0.6629714965820312,0.5163547992706299,0.7122563719749451,0.6596902012825012,0.5135833621025085,0.710578441619873]]","[0.8680555555555557,0.875,0.861111111111111,0.8715277777777778,0.8645833333333334]","[0.861111111111111,0.8715277777777777,0.8715277777777778,0.8541666666666666]"
2,nonmonotonic,dda_monotonic,0.8958333333333334,0.7733767628669739,0.75,0.7119641661643982,0.7009157538414001,0.7856141449321078,0.1899081170558929,20812,10,0.723561791004613,"[1.2329559326171875,2.521407127380371,3.80023455619812,5.0]","[[0.05876842886209488,0.6628837585449219,0.27418673038482666,0.0041588302701711655,2.313192680958309e-06,4.718122420532822e-11],[1.9910072296625003e-05,0.015891849994659424,0.46514958143234253,0.49925968050956726,0.019650613889098167,2.836235762515571e-05],[3.11204569058976e-11,1.7027116427925648e-06,0.0034162618685513735,0.2513490915298462,0.6781399846076965,0.06709299236536026],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7180650234222412,0.6953631639480591,0.6982150673866272,0.725205659866333,0.7041475772857666,0.7073613405227661,0.7306874394416809],[0.687633752822876,0.6665631532669067,0.6928292512893677,0.6995347142219543,0.6809146404266357,0.7052271366119385,0.7104269862174988],[0.7319191098213196,0.7134995460510254,0.732353687286377,0.7443468570709229,0.7275916337966919,0.7453804612159729,0.7559999823570251],[0.7007875442504883,0.6815871596336365,0.704801082611084,0.7146236300468445,0.6974521279335022,0.7193546891212463,0.7279327511787415],[0.6776677370071411,0.6587892770767212,0.6769728660583496,0.6925615072250366,0.6754252910614014,0.6931529641151428,0.707127571105957]]","[[0.7027764320373535,0.8062785267829895,0.7465857863426208,0.7022499442100525,0.808478832244873,0.7475550770759583],[0.7156689763069153,0.7940096855163574,0.784788191318512,0.7107717990875244,0.7952804565429688,0.787206768989563],[0.5461981892585754,0.7288619875907898,0.6504899859428406,0.5446915626525879,0.7336481213569641,0.6473067998886108],[0.6209957003593445,0.7434996366500854,0.7744919657707214,0.6168153882026672,0.7471497654914856,0.7714068293571472]]","[0.8854166666666666,0.8958333333333334,0.8923611111111112,0.888888888888889,0.8958333333333334]","[0.8993055555555555,0.9097222222222222,0.8923611111111112,0.90625]"
